rent,bedroom,bathrooms,additional_rooms,balcany,brokarage,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage
85, 9000,1,1,Not given,1,"Deposit₹ 35,000/-",Super Built up area 590(54.81 sq.m.)Built Up area: 560 sq.ft. (52.03 sq.m.)  sq.ft.,Unfurnished,All," in Dreams Solace, Satar Nagar, , Pune, Maharashtra",5th   of 6 Floors,,,,,,,,None,0 Months,Charges included,Full,1 to 5 Year Old
86, 9000,1,2,Not given,1,"Deposit₹ 25,000/-",Built Up area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,All," in kurshnaaee apartment, Lohegaon, , Pune, Maharashtra",,West,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
87, 6500,1,1,Not given,,"Deposit₹ 15,000/-",Built Up area: 300 (27.87 sq.m.)  sq.ft.,Unfurnished,All," in Lohegaon, , Pune, Maharashtra",,South-West,,,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
88, 8500,1,1,Not given,1,"Deposit₹ 23,000/-",Built Up area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,Family Only," in Vadgaon Budruk, , Pune, Maharashtra",1st   of 4 Floors,South,,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
89," 18,000",2,2,Not given,1,"Deposit₹ 40,000/-",Super Built up area 1700(157.94 sq.m.)  sq.ft.,Furnished,All," in Ganraj Estates, Hadapsar, , Pune, Maharashtra",3rd   of 4 Floors,,,,,1 Covered,,,None,0 Months,Charges not included,None,10+ Year Old
90," 15,000",2,2,Not given,1,"Deposit₹ 30,000/-",Super Built up area 1000(92.9 sq.m.)  sq.ft.,Unfurnished,All," in On req, New Sanghvi, , Pune, Maharashtra",3rd   of 5 Floors,South-West,,,,1 Open,,,None,0 Months,Charges not included,None,5 to 10 Year Old
91, 8100,1,1,Not given,1,,Carpet area: 601 (55.83 sq.m.)  sq.ft.,Unfurnished,All," in Kharadi, , Pune, Maharashtra",,West,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
92," 30,000",2,2,Not given,2,"Maintenance₹ 1,000/- (/ month)Deposit₹ 100,000/-",Super Built up area 1200(111.48 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.)  sq.ft.,Furnished,All," in Shiv Housing Society, Kharadi, , Pune, Maharashtra",2nd   of 4 Floors,East,Ceramic,Yes,,"4 Covered, 2 Open",Yes,Yes,36 Months,2 Months,Charges not included,None,1 to 5 Year Old
93," 17,000",2,2,Not given,1,"Deposit₹ 40,000/-",Super Built up area 1035(96.15 sq.m.)Built Up area: 956 sq.ft. (88.82 sq.m.)Carpet area: 855 sq.ft. (79.43 sq.m.)  sq.ft.,Furnished,All," in Ganesh Siddhi Towers, Dapodi, , Pune, Maharashtra",3rd   of 9 Floors,West,,Yes,,1 Covered,,,24 Months,0 Months,Charges not included,Partial,5 to 10 Year Old
94," 55,000",4,4,Servant Room,3,"Maintenance₹ 15,000/- (/ month)Deposit6 months rent",Super Built up area 3978(369.57 sq.m.)  sq.ft.,Unfurnished,All," in Shalaka Opus, Salisbury Park, , Pune, Maharashtra",7th   of 14 Floors,,,,,3 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
95, 7500,2,2,Not given,1,"Deposit₹ 20,000/-",Built Up area: 800 (74.32 sq.m.)Carpet area: 570 sq.ft. (52.95 sq.m.)  sq.ft.,Unfurnished,All," in Namrata Sakar, Talegaon, , Pune, Maharashtra",3rd   of 3 Floors,,,Yes,,,,,12 Months,2 Months,Charges not included,None,1 to 5 Year Old
96, 7000,1,1,Not given,1,"Maintenance₹ 1,000/- (/ month)Deposit₹ 15,000/-",Super Built up area 550(51.1 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.)  sq.ft.,Unfurnished,Family Only," in Arush Dreams, Lohegaon, , Pune, Maharashtra",3rd   of 4 Floors,,,,,2 Covered,,,None,0 Months,Charges not included,None,0 to 1 Year Old
97," 14,000",2,2,Not given,1,"Deposit₹ 35,000/-",Carpet area: 48.53   sq.m.,Semifurnished,All," in GK Aryavat, Ravet, , Pune, Maharashtra",5th   of 11 Floors,East,Vitrified,Yes,,"1 Covered,  Open",Yes,,None,4 Months,Charges not included,Full,0 to 1 Year Old
98," 18,000",2,2,Not given,1,"Deposit₹ 40,000/-",Super Built up area 1265(117.52 sq.m.)  sq.ft.,Furnished,Bachelors (Women Only)," in Vilas Javdekar Palladio, Tathawade, , Pune, Maharashtra",2nd   of 12 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges not included,None,1 to 5 Year Old
99, 6500,2,1,Not given,2,"Deposit₹ 20,000/-",Super Built up area 740(68.75 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.)  sq.ft.,Unfurnished,Family Only," in Ganga Vatika, Lonikand, , Pune, Maharashtra",2nd   of 6 Floors,,,Yes,,"0 Covered, 1 Open",,,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
100," 12,000",2,1,Not given,,"Deposit₹ 30,000/-",Plot area 1600(148.64 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.)  sq.ft.,Unfurnished,All," in Omkar Apartment, Mate Nagar, , Pune, Maharashtra",,North-West,,,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
101, 3500,1,1,Not given,,"Deposit₹ 15,000/-",Carpet area: 440 (40.88 sq.m.)  sq.ft.,Semifurnished,All," in Chourang Angan, Mahadev nagar HADAPSAR, , Pune, Maharashtra",5th   of 5 Floors,North,Marble,,Yes,1 Open,,,11 Months,1 Months,Charges not included,None,10+ Year Old
102, 7000,1,1,Not given,1,"Maintenance₹ 1/- ((one time fee))Deposit₹ 15,000/-",Super Built up area 400(37.16 sq.m.)Built Up area: 300 sq.ft. (27.87 sq.m.)Carpet area: 200 sq.ft. (18.58 sq.m.)  sq.ft.,Semifurnished,All," in Amrutvel Apartment, Warje Malwadi, , Pune, Maharashtra",Ground of 4 Floors,,,,,1 Open,,Yes,None,0 Months,Charges not included,None,10+ Year Old
103,,,,Not given,0,,None,,None,,,,,,,,,,,,,,
104," 12,500",1,1,Not given,1,,Super Built up area 600(55.74 sq.m.)  sq.ft.,Semifurnished,All," in vaibhav nagar b bldg, Pimpri Chinchwad, , Pune, Maharashtra",2nd   of 4 Floors,,,,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
105," 18,000",1,2,Not given,1,"Deposit₹ 25,000/-",Super Built up area 940(87.33 sq.m.)  sq.ft.,Semifurnished,Family Only," in Planet Millennium CHS, Pimple Saudagar, , Pune, Maharashtra",Ground of 6 Floors,East,Cement,Yes,,1 Covered,,,11 Months,2 Months,Charges not included,None,5 to 10 Year Old
106," 14,500",2,2,Not given,2,"Maintenance₹ 2,000/- (/ month)Deposit₹ 30,000/-",Super Built up area 1160(107.77 sq.m.)  sq.ft.,Unfurnished,All," in Candy Floors Saigal Construction, Marunji, , Pune, Maharashtra",9th   of 11 Floors,West,,Yes,,1 Open,,,None,0 Months,Charges not included,Partial,1 to 5 Year Old
107," 20,000",2,2,Others,2,"Maintenance₹ 1/- (/ year)Deposit₹ 70,000/-",Super Built up area 1002(93.09 sq.m.)  sq.ft.,Semifurnished,Family Only," in Magnova Manor, Wakad, , Pune, Maharashtra",7th   of 12 Floors,,Vitrified,Yes,,1 Covered,,Yes,11 Months,1 Months,Charges not included,Partial,0 to 1 Year Old
108," 11,000",1,1,Study Room,,"Deposit₹ 30,000/-",Super Built up area 590(54.81 sq.m.)Built Up area: 559 sq.ft. (51.93 sq.m.)Carpet area: 509 sq.ft. (47.29 sq.m.)  sq.ft.,Unfurnished,Family Only," in Madhuban housing Society, Punawale, , Pune, Maharashtra",8th   of 12 Floors,,,Yes,,"0 Covered, 1 Open",,,11 Months,1 Months,Charges not included,Full,0 to 1 Year Old
109, 8200,1,1,Not given,,"Deposit₹ 20,000/-",Carpet area: 400 (37.16 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Men Only)"," in Sai Pritam Nagri, Rahatani, , Pune, Maharashtra",3rd   of 4 Floors,East,Vitrified,,," Covered,  Open",,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
110," 11,000",2,2,Not given,2,"Maintenance₹ 500/- (/ month)Deposit₹ 25,000/-",Carpet area: 850 (78.97 sq.m.)  sq.ft.,Semifurnished,Family Only," in Maa Sai Dwarka, Yewalewadi, , Pune, Maharashtra",9th   of 11 Floors,East,Vitrified,Yes,Yes," Covered,  Open",Yes,,12 Months,1 Months,Charges not included,Full,1 to 5 Year Old
111," 13,000",2,2,Not given,1,"Deposit₹ 30,000/-",Super Built up area 800(74.32 sq.m.)  sq.ft.,Unfurnished,Family Only," in Hill Shire, Wagholi, , Pune, Maharashtra",6th   of 12 Floors,,,Yes,,"1 Covered, 0 Open",,,None,0 Months,Charges not included,Full,1 to 5 Year Old
112," 12,000",1,1,Not given,,"Maintenance₹ 500/- (/ month)Deposit₹ 40,000/-",Super Built up area 500(46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.)  sq.ft.,Unfurnished,All," in Abhyundar Society, Pune Station, , Pune, Maharashtra",4th   of 13 Floors,East,Vitrified,,,"1 Covered, 1 Open",,,11 Months,3 Months,Charges not included,Partial,0 to 1 Year Old
113," 10,000",1,1,Not given,1,"Deposit₹ 25,000/-",Carpet area: 633 (58.81 sq.m.)  sq.ft.,Unfurnished,All," in Jagtap Patil Sai Laurel Park, Pimple Gurav, , Pune, Maharashtra",2nd   of 2 Floors,East,Vitrified,,,1 Open,,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
114," 16,000",3,3,Not given,3,"Deposit₹ 45,000/-",Built Up area: 1617 (150.22 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.)  sq.ft.,Unfurnished,All," in Tulsi Shakuntala Kanade Nagar, Undri, , Pune, Maharashtra",7th   of 11 Floors,South-West,Vitrified,Yes,,1 Open,Yes,Yes,None,1 Months,Charges not included,Partial,0 to 1 Year Old
115," 10,000",1,1,Not given,1,Deposit2 months rent,Super Built up area 536(49.8 sq.m.)  sq.ft.,Unfurnished,All," in AP Pinnacle, Lonikand, , Pune, Maharashtra",2nd   of 11 Floors,,,Yes,,,,,None,0 Months,Charges not included,None,Under Construction
116, 9000,1,1,Not given,,"Deposit₹ 25,000/-",Plot area 1000(92.9 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.)  sq.ft.,Unfurnished,All," in Ruben Villa, Kashid Park, , Pune, Maharashtra",,East,Vitrified,Yes,,"1 Covered, 1 Open",Yes,Yes,11 Months,2 Months,Charges not included,None,1 to 5 Year Old
117," 16,500",1,1,Not given,,"Deposit₹ 40,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Furnished,All," in Siddheshwar Nagar, Vishrantwadi, , Pune, Maharashtra",4th   of 4 Floors,North-West,Marble,Yes,Yes,1 Open,,Yes,11 Months,1 Months,Charges not included,None,10+ Year Old
118," 12,000",2,2,Not given,,Deposit2 months rent,Carpet area: 200 (18.58 sq.m.)  sq.ft.,Semifurnished,All," in Mangalwar Peth, , Pune, Maharashtra",Ground of 2 Floors,North,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
119, 8500,1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in On request, Dange Chowk, , Pune, Maharashtra",1st   of 3 Floors,East,Vitrified,Yes,,,,,None,0 Months,Charges included,None,1 to 5 Year Old
120, 8000,1,2,Not given,,"Deposit₹ 15,000/-",Plot area 150(13.94 sq.m.)  sq.ft.,Semifurnished,All," in Fatima Nagar, , Pune, Maharashtra",,,Mosaic,,,"2 Covered,  Open",Yes,Yes,12 Months,1 Months,Charges included,None,10+ Year Old
121, 8500,1,1,Not given,1,"Deposit₹ 20,000/-",Super Built up area 525(48.77 sq.m.)Carpet area: 475 sq.ft. (44.13 sq.m.)  sq.ft.,Unfurnished,Family Only," in Pimple Gurav, , Pune, Maharashtra",2nd   of 2 Floors,North,Vitrified,,,1 Covered,,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
122, 7200,1,1,Not given,1,"Deposit₹ 15,000/-",Plot area 1(0.09 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.)  sq.ft.,Unfurnished,All," in Villa, Sant Nagar, , Pune, Maharashtra",,,,,,,,,None,0 Months,Charges not included,None,1 to 5 Year Old
123," 23,000",2,1,Not given,1,"Deposit₹ 75,000/-",Carpet area: 650 (60.39 sq.m.)  sq.ft.,Furnished,Family Only," in kshiti vinayak apartment, Sadashiv Peth, , Pune, Maharashtra",3rd   of 4 Floors,North,,Yes,,,,,None,0 Months,Charges not included,None,10+ Year Old
124, 6000,1,1,Not given,1,"Deposit₹ 10,000/-",Built Up area: 200 (18.58 sq.m.)  sq.ft.,Furnished,All," in punyai, Dighi, , Pune, Maharashtra",3rd   of 3 Floors,South,,Yes,,"0 Covered, 1 Open",,,None,0 Months,Charges not included,None,0 to 1 Year Old
125, 8000,1,1,Not given,1,"Deposit₹ 16,000/-",Built Up area: 400 (37.16 sq.m.)  sq.ft.,Semifurnished,Family Only," in Shantinagar, Wanwadi, , Pune, Maharashtra",1st   of 1 Floors,East,Mosaic,Yes,,1 Open,,,None,0 Months,Charges not included,None,10+ Year Old
126, 9000,2,2,Not given,1,"Deposit₹ 35,000/-",Built Up area: 900 (83.61 sq.m.)  sq.ft.,Semifurnished,All," in Laxmi Towers, Manjari Budruk, , Pune, Maharashtra",2nd   of 4 Floors,,,Yes,,1 Covered,,,None,0 Months,Charges included,None,1 to 5 Year Old
127," 10,000",2,2,Not given,2,"Maintenance₹ 2,000/- (/ month)Deposit₹ 35,000/-",Super Built up area 890(82.68 sq.m.)  sq.ft.,Unfurnished,Family Only," in on request, Sinhgad Road, , Pune, Maharashtra",3rd   of 4 Floors,North,Vitrified,Yes,Yes,"1 Covered, 0 Open",,,11 Months,1 Months,Charges not included,Partial,1 to 5 Year Old
128," 12,000",2,2,Not given,2,,Carpet area: 900 (83.61 sq.m.)  sq.ft.,Semifurnished,Family Only," in YashRavipark, Hadapsar, , Pune, Maharashtra",7th   of 9 Floors,East,Granite,Yes,,"1 Covered, 0 Open",,,None,0 Months,Charges not included,Full,5 to 10 Year Old
129,,,,Not given,0,,None,,None,,,,,,,,,,,,,,
130," 20,000",2,2,Not given,2,"Deposit₹ 50,000/-",Super Built up area 1026(95.32 sq.m.)Carpet area: 775 sq.ft. (72 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in kumar periwenkle, Chandan Nagar, , Pune, Maharashtra",8th   of 9 Floors,East,Vitrified,Yes,,"1 Covered, 0 Open",,,11 Months,1 Months,Charges not included,Partial,5 to 10 Year Old
131," 13,000",2,2,Not given,1,"Deposit₹ 35,000/-",Super Built up area 1050(97.55 sq.m.)Carpet area: 968 sq.ft. (89.93 sq.m.)  sq.ft.,Semifurnished,All," in Belvalkar Solacia, Wagholi, , Pune, Maharashtra",7th   of 11 Floors,North-West,,,,1 Open,,,11 Months,1 Months,Charges included,None,5 to 10 Year Old
132," 18,000",2,2,Not given,1,"Deposit₹ 50,000/-",Super Built up area 875(81.29 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.)  sq.ft.,Semifurnished,All," in Gandhi Bafna Ayaan, Wagholi, , Pune, Maharashtra",8th   of 12 Floors,East,Ceramic,Yes,,"1 Covered,  Open",,Yes,None,1 Months,Charges not included,None,1 to 5 Year Old
133," 13,000",1,1,Not given,1,"Deposit₹ 40,000/-",Carpet area: 790 (73.39 sq.m.)  sq.ft.,Semifurnished,Family Only," in Chaitanya Vihar, Thergaon, , Pune, Maharashtra",7th   of 7 Floors,,,Yes,Yes,1 Open,,,None,1 Months,Charges not included,None,5 to 10 Year Old
134," 12,500",1,1,Not given,,"Deposit₹ 12,500/-",Built Up area: 510 (47.38 sq.m.)  sq.ft.,Furnished,Family Only," in Pleasant Park, Wanowrie, , Pune, Maharashtra",3rd   of 3 Floors,South,,,,1 Covered,,,None,0 Months,Charges included,None,10+ Year Old
135," 15,000",2,2,Not given,1,"Deposit₹ 30,000/-",Super Built up area 1074(99.78 sq.m.)  sq.ft.,Unfurnished,All," in D A Borade Bhondve Orchid, Ravet, , Pune, Maharashtra",2nd   of 7 Floors,East,Concrete,,,1 Covered,,,None,0 Months,Charges not included,Partial,1 to 5 Year Old
136," 12,000",2,2,Others,1,"Deposit₹ 30,000/-",Super Built up area 844(78.41 sq.m.)  sq.ft.,Unfurnished,All," in Shivkailas Kute Fortune, Dehu Road, , Pune, Maharashtra",5th   of 6 Floors,East,Vitrified,Yes,,1 Open,,,11 Months,2 Months,Charges not included,Partial,1 to 5 Year Old
137," 10,500",1,1,Not given,2,"Deposit₹ 30,000/-",Carpet area: 368.45 (34.23 sq.m.)  sq.ft.,Unfurnished,Family Only," in ARV Royale, Handewadi, , Pune, Maharashtra",9th   of 11 Floors,South-West,Ceramic,Yes,,,Yes,,12 Months,2 Months,Charges included,None,1 to 5 Year Old
138, 6500,1,1,Not given,1,"Deposit₹ 15,000/-",Carpet area: 240 (22.3 sq.m.)  sq.ft.,Unfurnished,All," in sav no 79 vikas Nagar ghorpuri gaon pune 411001, Ghorpadi, , Pune, Maharashtra",1st   of 1 Floors,,Cement,,," Covered, 1 Open",Yes,,12 Months,1 Months,Charges not included,None,0 to 1 Year Old
139," 15,000",2,2,Not given,1,"Maintenance₹ 900/- (/ month)Deposit₹ 40,000/-",Built Up area: 800 (74.32 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.)  sq.ft.,Semifurnished,Family Only," in Renuka Angan, Chinchwad Gaon, , Pune, Maharashtra",3rd   of 5 Floors,East,Vinyl,Yes,,1 Open,,,None,0 Months,Charges not included,Partial,10+ Year Old
140, 7000,1,1,Not given,1,"Deposit₹ 15,000/-",Built Up area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,All," in om sai palace, Narhe, , Pune, Maharashtra",1st   of 5 Floors,South-West,Marble,,,1 Open,,,None,1 Months,Charges included,None,0 to 1 Year Old
141," 21,500",2,2,Not given,2,"Deposit₹ 60,000/-",Built Up area: 1152 (107.02 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.)  sq.ft.,Semifurnished,All," in 7 Avenues, Balewadi, , Pune, Maharashtra",7th   of 11 Floors,East,Vitrified,Yes,,"1 Covered, 1 Open",,,11 Months,2 Months,Charges not included,Full,1 to 5 Year Old
142," 18,000",1,1,Study Room,,"Deposit₹ 50,000/-",Super Built up area 750(69.68 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.)  sq.ft.,Semifurnished,All," in Shaan complex, Shaniwar Peth, , Pune, Maharashtra",2nd   of 3 Floors,West,Mosaic,,,2 Open,,,12 Months,2 Months,Charges not included,None,10+ Year Old
143," 16,500",2,2,Not given,1,"Deposit₹ 50,000/-",Carpet area: 802 (74.51 sq.m.)  sq.ft.,Semifurnished,Family Only," in Amar Samruddhi, Hadapsar, , Pune, Maharashtra",4th   of 7 Floors,West,Marble,Yes,Yes,1 Covered,,,11 Months,1 Months,Charges not included,Partial,10+ Year Old
144," 11,000",1,1,Not given,1,"Deposit₹ 25,000/-",Carpet area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,Family Only," in Keshav Nagar Chinchwad, , Pune, Maharashtra",,North-East,Vitrified,,,1 Open,,,None,0 Months,Charges included,None,0 to 1 Year Old
145," 15,500",2,2,Not given,2,Deposit3 months rent,Super Built up area 991(92.07 sq.m.)  sq.ft.,Semifurnished,"Family , Bachelors (Women Only)"," in Bhandari Nea Plus, Baner-Sus, , Pune, Maharashtra",4th   of 6 Floors,,,,,"1 Covered,  Open",,,None,0 Months,Charges not included,None,1 to 5 Year Old
146, 5500,1,1,Others,1,"Deposit₹ 15,000/-",Plot area 840(78.04 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)  sq.ft.,Unfurnished,All," in D R Gavhane Gangotri Park, Bhosari, , Pune, Maharashtra",,North-West,Vitrified,,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
147, 9000,1,1,Not given,3,"Deposit₹ 15,000/-",Built Up area: 500 (46.45 sq.m.)Carpet area: 475 sq.ft. (44.13 sq.m.)  sq.ft.,Furnished,All," in Keshav Nagar, , Pune, Maharashtra",,North,,,,3 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
148," 17,000",2,2,Not given,1,"Deposit₹ 40,000/-",Super Built up area 860(79.9 sq.m.)  sq.ft.,Furnished,Family Only," in Siddhilaxmi Complex, Akurdi, , Pune, Maharashtra",3rd   of 6 Floors,,,Yes,,,,,None,0 Months,Charges not included,Partial,10+ Year Old
149, 6000,1,1,Not given,1,,Plot area 1000(92.9 sq.m.)  sq.ft.,Unfurnished,All," in Khandve Nagar, , Pune, Maharashtra",,North,Ceramic,Yes,,1 Covered,,,12 Months,0 Months,Charges not included,None,1 to 5 Year Old
150," 14,000",2,2,Not given,3,"Deposit₹ 40,000/-",Super Built up area 1000(92.9 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.)  sq.ft.,Unfurnished,All," in Manav Silver Springs, Wagholi, , Pune, Maharashtra",5th   of 12 Floors,East,Vitrified,Yes,Yes,2 Covered,,,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
151," 23,000",3,2,Not given,2,"Deposit₹ 100,000/-",Carpet area: 1250 (116.13 sq.m.)  sq.ft.,Semifurnished,All," in Greenlands , Rahatani, , Pune, Maharashtra",10th   of 12 Floors,,Vitrified,,,2 Covered,,,None,0 Months,Charges not included,None,5 to 10 Year Old
152," 18,000",2,2,Not given,1,"Deposit₹ 60,000/-",Built Up area: 950 (88.26 sq.m.)  sq.ft.,Furnished,Family Only," in Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",6th   of 15 Floors,,,Yes,,1 Covered,,,11 Months,0 Months,Charges not included,Full,5 to 10 Year Old
153," 10,000",1,1,"Pooja Room,Store Room",1,"Deposit₹ 25,000/-",Plot area 500(46.45 sq.m.)  sq.ft.,Unfurnished,All," in Namdev Nagar Lane 3, Vadgaon Sheri, , Pune, Maharashtra",,North,Vitrified,,,1 Covered,,Yes,12 Months,1 Months,Charges not included,None,5 to 10 Year Old
154," 15,500",2,2,Pooja Room,2,"Deposit₹ 75,000/-",Plot area 2500(232.26 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.)  sq.ft.,Semifurnished,Family Only," in Royal House, Sai Shradha Colony , Tapkir Mala Chowk, Kalewadi, , Pune, Maharashtra",,East,Granite,Yes,," Covered,  Open",,,11 Months,1 Months,Charges not included,None,1 to 5 Year Old
155,,,,Not given,0,,None,,None,,,,,,,,,,,,,,
156," 11,000",2,2,Not given,1,"Maintenance₹ 1,200/- (/ month)Deposit₹ 35,000/-",Super Built up area 700(65.03 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 640 sq.ft. (59.46 sq.m.)  sq.ft.,Semifurnished,Family Only," in Awho Tucker Vihar, Gondhale Nagar, , Pune, Maharashtra",1st   of 4 Floors,West,Ceramic,,,1 Covered,,,11 Months,1 Months,Charges not included,None,5 to 10 Year Old
157," 12,000",1,1,Others,1,"Deposit₹ 25,000/-",Carpet area: 700 (65.03 sq.m.)  sq.ft.,Semifurnished,All," in anand pg, Chandan Nagar, , Pune, Maharashtra",2nd   of 4 Floors,North-East,Vitrified,Yes,,"1 Covered, 1 Open",Yes,Yes,11 Months,1 Months,Charges not included,Full,1 to 5 Year Old
158," 19,000",2,2,Not given,2,"Deposit₹ 40,000/-",Plot area 1250(116.13 sq.m.)  sq.ft.,Unfurnished,Family Only," in Kate Vasti, Kunjir Colony, Kunj Colony, , Pune, Maharashtra",,West,Vitrified,,,"1 Covered, 1 Open",,,12 Months,2 Months,Charges not included,None,1 to 5 Year Old
159, 8500,1,1,Not given,1,"Deposit₹ 20,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Unfurnished,Family Only," in BU Bhandari Housing society, Dhanori, , Pune, Maharashtra",1st   of 1 Floors,North,Marble,Yes,,1 Open,,,None,0 Months,Charges included,None,5 to 10 Year Old
160," 13,000",2,2,Not given,3,"Deposit₹ 50,000/-",Carpet area: 1110 (103.12 sq.m.)  sq.ft.,Semifurnished,All," in Gini Sanskruti, Handewadi, , Pune, Maharashtra",6th   of 8 Floors,,,,,1 Covered,,,None,0 Months,Charges included,None,10+ Year Old
161, 9000,2,1,Not given,,"Maintenance₹ 500/- (/ month)Deposit₹ 25,000/-",Built Up area: 700 (65.03 sq.m.)  sq.ft.,Unfurnished,Family Only," in Gokul Nagar, , Pune, Maharashtra",,West,,Yes,,1 Open,,,11 Months,1 Months,Charges not included,None,0 to 1 Year Old
162, 9000,1,1,Not given,2,"Deposit₹ 20,000/-",Carpet area: 600 (55.74 sq.m.)  sq.ft.,Unfurnished,All," in Shree Venkatesh Joynest, Loni Kalbhor, , Pune, Maharashtra",7th   of 12 Floors,East,Others,Yes,,"1 Covered,  Open",,,11 Months,1 Months,Charges included,Partial,1 to 5 Year Old
163, 8500,1,1,Not given,,Deposit3 months rent,Carpet area: 485 (45.06 sq.m.)  sq.ft.,Semifurnished,Family Only," in Mauli Apartment, Dhayari, , Pune, Maharashtra",1st   of 3 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
164," 16,000",1,1,Not given,2,"Deposit₹ 50,000/-",Carpet area: 550 (51.1 sq.m.)  sq.ft.,Semifurnished,Family Only," in Kumar Damodar Society, Bibwewadi, , Pune, Maharashtra",2nd   of 5 Floors,North,Vitrified,Yes,Yes,,,,11 Months,1 Months,Charges not included,None,10+ Year Old
165, 8000,1,1,Not given,,"Deposit₹ 20,000/-",Super Built up area 300(27.87 sq.m.)  sq.ft.,Unfurnished,All," in Ganraj Apartment, Hadapsar, , Pune, Maharashtra",2nd   of 3 Floors,,,Yes,,,,,None,0 Months,Charges not included,None,5 to 10 Year Old
166," 11,000",1,1,Not given,2,"Maintenance₹ 300/- (/ month)Deposit₹ 30,000/-",Carpet area: 625 (58.06 sq.m.)  sq.ft.,Semifurnished,All," in Amit Apartment, Chinchwad, , Pune, Maharashtra",2nd   of 2 Floors,,,,,,,,None,0 Months,Charges not included,None,10+ Year Old
167," 10,500",2,2,Not given,2,"Deposit₹ 30,000/-",Super Built up area 751(69.77 sq.m.)  sq.ft.,Semifurnished,Family Only," in TRIMBAKESHWAR BLDG, Abasaheb Raikar Nagar, , Pune, Maharashtra",6th   of 6 Floors,West,Others,Yes,Yes,1 Covered,,,None,1 Months,Charges included,None,10+ Year Old
168, 9500,1,1,Not given,1,,Built Up area: 700 (65.03 sq.m.)  sq.ft.,Unfurnished,"Family , Bachelors (Women Only)"," in Sasane Nagar, , Pune, Maharashtra",,West,,,,1 Open,,,None,0 Months,Charges not included,None,1 to 5 Year Old
169, 8500,1,1,Not given,1,,Plot area 400(37.16 sq.m.)  sq.ft.,Unfurnished,Family Only," in On req, Sanghvi, , Pune, Maharashtra",,North-East,,,,"1 Covered, 1 Open",,,None,0 Months,Charges included,None,5 to 10 Year Old
